Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
1184,135,35005,1,259,974,0.8682,0.4167,2.4955,0.465,4178002,0,0.6154,1,1.1761,36,0.3846,40,959,313,4178041,1.0,1348,1.5911,0.4176192926540456,1364,-0.1263,0.5719,1.0,39,68,0.011
1185,111,5957,1,53,162,0.2173,0.8461,1.7708,0.4636,1990021,1,-0.0909,0,1.0414,13,0.9091,70,151,59,1990031,0.0,780,1.0,0.2542634837541573,1354,-0.2112,0.223,0.9091,11,89,0.0081
1186,126,684731,1,5434,217,1.0,0.5806,3.8199,0.4604,1825287,0,-0.6222,1,2.2553,310,0.3778,40,37,6605,1825355,0.0,694,1.8325,0.9090648144229485,1356,-0.1901,0.0546,0.4503,151,38,0.1327
1187,127,553974,1,4362,181,1.0,0.7474,3.7211,0.35,2563319,0,-0.5986,1,2.1523,190,0.4014,40,39,5261,2563376,0.0,1384,1.7559,0.9587075259719341,1400,-0.1774,0.0557,0.5327,107,46,0.1014
1188,126,7486,1,59,1334,0.215,0.4286,1.8062,0.4074,1772580,0,0.6667,1,0.7782,14,0.3333,40,1328,64,1772598,1.0,1163,1.2553,0.16800084857787112,1358,-0.0862,0.0353,0.9474,19,111,0.0044
1189,207,12872,1,62,861,0.1934,0.8889,1.8195,0.25,31984,0,0.2727,1,0.9031,9,0.7273,40,853,66,31995,1.0,1055,1.0414,0.6747365473492779,1387,0.5237,0.7585,1.0,11,178,0.0058
1190,135,582040,1,4311,194,1.0,0.4859,3.7419,0.5253,2204696,0,-0.5161,1,2.1903,319,0.4839,40,39,5519,2204771,0.0,708,1.8751,0.4383862585841929,1402,-0.1761,0.0556,0.4335,173,34,0.1106
1191,142,8701,1,61,140,0.2482,0.8947,1.8389,0.4927,1477978,1,-0.5294,0,1.2305,19,0.4706,100,123,69,1477986,0.0,1890,0.9031,0.2278677865528338,1652,-0.0148,0.1489,0.6667,12,113,0.0103
1192,140,86417,1,617,72,0.9966,0.2895,2.8306,0.4139,1338367,0,0.0571,1,1.5185,114,0.9429,40,39,677,1338402,1.0,1178,1.5441,0.21918921647863232,1400,-0.0028,0.0557,0.443,79,120,0.0236
1193,126,660291,1,5240,218,1.0,0.6436,3.8012,0.4235,2698232,0,-0.6497,1,2.248,275,0.3503,40,41,6327,2698294,0.0,410,1.7924,0.6656847361065369,1358,-0.1847,0.0604,0.4189,148,40,0.1303
1194,175,19974,1,114,120,0.4317,0.3333,2.0828,0.5364,68259,0,0.6897,1,0.9542,27,0.3103,100,111,121,68288,1.0,1882,1.4624,0.4083230226329888,1353,0.2896,0.1641,0.9063,32,151,0.0066
1195,198,11189,1,56,148,0.204,0.875,1.7781,0.3878,236266,0,0.5,1,0.8451,8,0.5,40,141,60,236280,1.0,1028,1.1461,0.7385107126866286,1387,0.4569,0.2033,1.0,14,178,0.005
1196,135,117325,1,869,74,0.9999,0.2448,2.9708,0.4762,1206989,0,0.3137,1,1.5441,143,0.6863,40,39,935,1207040,1.0,976,1.7076,0.465014131989273,1398,-0.0197,0.0558,0.5204,98,119,0.025
1197,126,626007,1,4968,209,1.0,0.6693,3.7754,0.4182,2598874,0,-0.6369,1,2.2253,251,0.3631,40,41,5962,2598935,0.0,1332,1.7853,0.5364879237522507,1358,-0.1797,0.0604,0.488,125,41,0.1237
1198,181,17174,1,94,878,0.257,1.0,2.0334,0.2448,419960,0,0.1539,1,1.0414,11,0.8461,40,867,108,419973,1.0,201,1.1139,0.9718264260609674,1387,0.2423,0.734,1.0,13,123,0.0079
1199,125,5716,1,45,151,0.1696,0.8,1.7076,0.2031,3986260,1,0.0,0,0.9031,10,1.0,70,143,51,3986268,0.5,1505,0.9031,0.5057623147427412,1694,-0.1244,0.1688,1.0,8,102,0.0047
1200,126,128883,1,1022,588,1.0,0.8968,3.0442,0.6018,1019477,0,-0.8561,1,2.143,155,0.1439,70,449,1107,1019497,0.0,513,1.301,0.2806114361336559,1353,-0.0904,0.6637,0.2353,85,107,0.1027
1201,125,12047,1,96,1610,0.2901,0.8571,2.0969,0.256,1569522,1,0.1429,0,1.0792,14,0.8571,70,1598,125,1569536,1.0,1152,1.1461,0.09609523297188127,1688,-0.2471,0.0924,1.0,14,73,0.0071
1202,109,23784,1,218,1590,0.6422,0.6,2.4065,0.3462,3403338,1,0.4231,0,1.1761,25,0.5769,70,1575,255,3403364,1.0,1584,1.415,0.6062993981927156,1684,-0.2713,0.1116,1.0,26,77,0.0089
1203,133,255,1,1,192,0.119,1.0,0.301,0.0,1729556,0,-0.5,1,0.301,2,0.5,40,190,2,1729557,0.0,741,0.0,0.11207037099869754,1356,-0.0039,0.2802,1.0,1,126,0.0015
1204,140,44484,1,317,584,0.8061,0.3077,2.5327,0.3392,228293,0,0.7209,1,1.0792,39,0.2791,40,572,341,228336,1.0,1169,1.6335,0.09275607742449477,1362,0.0192,0.8399,1.0,43,121,0.0088
1205,101,9253,1,91,1694,0.3509,0.5833,2.1461,0.3333,348227,0,0.7667,1,0.8451,12,0.2333,90,1687,140,348257,1.0,1431,1.4771,0.6122210085939525,1698,-0.4836,0.0047,1.0,30,38,0.0041
1206,127,76627,1,603,1130,0.9991,0.3065,2.8733,0.4463,2527319,1,0.7324,0,1.2787,62,0.2676,100,1111,747,2527390,1.0,473,1.8513,0.13409460987276534,1280,-0.1986,0.2344,0.9861,72,85,0.0148
1207,124,6116,1,49,1054,0.3329,0.6,1.7853,0.6919,960191,1,-0.3889,0,1.2553,30,0.6111,300,1036,61,960202,0.0,603,1.0414,0.7206959467183516,1360,-0.2167,0.45,0.6471,17,86,0.0132
1208,126,17388,1,138,1336,0.4138,0.3333,2.248,0.292,4270168,1,0.9,0,0.699,15,0.1,100,1331,177,4270218,1.0,400,1.699,0.3019273914424916,1360,-0.2325,0.0353,1.0,50,65,0.0037
1209,127,22581,1,177,374,0.4284,0.7,2.2967,0.2355,303225,0,0.8108,1,0.8451,10,0.1892,40,367,198,303262,1.0,1825,1.5682,0.07185033548623432,1227,-0.109,0.5982,1.0,37,101,0.0057
1210,99,21582,1,218,8,0.7065,0.5833,2.5024,0.2673,111151,1,0.8871,0,0.8451,12,0.1129,80,1,318,111213,1.0,726,1.7924,0.24606661150493847,1687,-0.4698,0.0012,1.0,62,19,0.0041
1211,141,6999,1,49,497,0.1852,0.5,1.716,0.35,4186980,0,-0.2,1,1.0,20,0.8,40,487,52,4186988,0.0,649,0.9031,0.029607289128613212,1352,0.0515,0.7204,1.0,8,130,0.0074
1212,150,10680,1,71,1140,0.2482,0.9444,1.8808,0.4412,34172,1,-0.5294,0,1.2305,18,0.4706,85,1123,76,34180,0.0,1359,0.9031,0.16339170014945448,1698,0.0979,0.6572,1.0,8,130,0.01
1213,101,198389,1,1964,56,1.0,0.271,3.395,0.3095,908862,1,0.7661,0,1.4624,107,0.2339,70,27,2483,908986,1.0,686,2.0934,0.4203817715052771,1354,-0.3758,0.0399,0.9612,129,44,0.0214
1214,127,7882,1,62,116,0.2288,0.8,1.8261,0.4417,2312016,1,-0.1667,0,1.0792,15,0.8333,70,104,67,2312026,0.0,1834,1.0,0.21691612280578831,1354,-0.0809,0.1536,0.625,16,107,0.0089
1215,127,7202,1,56,255,0.204,0.5833,1.7993,0.3571,3568704,1,0.5,0,0.8451,12,0.5,80,248,63,3568718,1.0,1235,1.1461,0.09915697059881434,1648,-0.1069,0.301,1.0,14,104,0.0043
1216,125,14533,1,116,17,0.3168,1.0,2.1461,0.2513,363701,0,0.3529,1,1.0414,11,0.6471,200,6,140,363718,1.0,1416,1.2305,0.5456756940810478,1687,-0.189,0.0071,1.0,17,76,0.0065
1217,142,12775,1,89,170,0.3663,0.4167,1.9868,0.5591,252936,0,0.5454,1,1.0,24,0.4545,185,160,97,252958,1.0,914,1.3424,0.9823666831045325,1364,0.0289,0.2346,0.9565,23,123,0.0073
1218,119,68851,1,578,1274,0.9994,0.7931,2.9974,0.3029,3874199,0,0.629,1,1.3617,29,0.371,50,1251,994,3874261,1.0,1859,1.7924,0.26287133215978264,1387,-0.4588,0.1629,1.0,62,15,0.0166
1219,115,11369,1,98,226,0.2583,1.0,2.0531,0.2153,238008,1,0.0,0,1.0792,12,1.0,80,214,113,238020,0.5,864,1.0792,0.10461509680477521,1687,-0.214,0.2537,1.0,12,86,0.0071
1220,127,671353,1,5286,212,1.0,0.5429,3.8125,0.4332,1505915,0,-0.6082,1,2.233,315,0.3918,40,41,6494,1505982,0.0,398,1.8261,0.4585480817985511,1356,-0.1923,0.0605,0.4621,145,38,0.1261
1221,125,579951,1,4639,212,1.0,0.5797,3.7438,0.4934,2421444,0,-0.6257,1,2.233,295,0.3743,40,41,5544,2421508,0.0,1222,1.8062,0.894511497718781,1358,-0.1827,0.0604,0.4025,159,43,0.1259
1222,133,648220,1,4873,190,1.0,0.596,3.7946,0.4568,462709,0,-0.4832,1,2.1732,250,0.5168,40,41,6232,462786,0.0,737,1.8865,0.3020715687836385,1356,-0.1874,0.0605,0.5923,130,48,0.1099
1223,133,316233,1,2377,104,1.0,0.1931,3.4586,0.4457,896899,1,0.7068,0,1.5911,202,0.2932,70,65,2875,897032,1.0,1057,2.1239,0.20252240792418597,1352,-0.1407,0.0962,0.8261,161,82,0.0289
1224,148,479002,1,3236,139,1.0,0.2234,3.635,0.8648,776120,1,0.6546,0,2.0212,470,0.3454,70,34,4315,776424,1.0,1765,2.4829,0.07130453418484539,1354,-0.1328,0.0502,0.8,380,82,0.0776
1225,127,633606,1,4989,214,1.0,0.7149,3.7836,0.4336,2566935,0,-0.6416,1,2.238,242,0.3584,40,41,6075,2566997,0.0,48,1.7924,0.6824955039749755,1358,-0.1852,0.0604,0.4733,131,47,0.1274
1226,135,19189,1,142,1275,0.5659,0.3273,2.2041,0.5322,180920,0,0.0526,1,1.2553,55,0.9474,40,1257,160,180939,1.0,1736,1.2787,0.8857051708583629,1356,-0.063,0.1195,0.5938,32,112,0.0133
1227,141,8140,1,57,203,0.3097,0.7,1.7993,0.6539,238753,0,-0.0714,1,1.1461,20,0.9286,40,189,63,238766,0.0,1570,1.1139,0.4073623878629723,1364,0.0094,0.2771,0.9286,14,118,0.0103
1228,127,617639,1,4863,206,1.0,0.6298,3.7645,0.4317,4649858,0,-0.6242,1,2.2175,262,0.3758,40,41,5814,4649920,0.0,1179,1.7924,0.20837934143501502,1358,-0.17,0.0604,0.4525,137,44,0.1215
1229,133,34142,1,256,12,0.633,0.6667,2.4829,0.2083,430948,0,0.625,1,1.0792,18,0.375,200,0,304,430980,1.0,40,1.5051,0.43715191887233074,1687,-0.1226,0.0,1.0,32,90,0.0071
1230,128,35659,1,278,1229,0.7436,0.3188,2.4683,0.3636,1438781,0,-0.0454,1,1.3424,69,0.9546,40,1207,294,1438802,0.0,37,1.3222,0.47570492622593374,1602,-0.0524,0.4657,0.5122,41,116,0.0137
1231,127,10024,1,78,622,0.266,0.6667,1.9395,0.42,2237084,0,0.3333,1,1.0,15,0.6667,100,612,87,2237099,1.0,548,1.1761,0.7553301727947445,1364,-0.0999,0.8974,1.0,15,106,0.0073
1232,126,522331,1,4145,185,1.0,0.7449,3.6992,0.3535,420136,0,-0.637,1,2.1644,196,0.363,40,39,5003,420189,0.0,1889,1.7243,0.44628233858044153,1360,-0.1843,0.0573,0.5824,91,49,0.1073
1233,125,6146,1,49,153,0.2583,0.4737,1.7404,0.6181,1686794,1,0.4375,0,0.9542,19,0.5625,70,144,55,1686810,1.0,1441,1.2041,0.04911764375004013,1358,-0.127,0.2121,0.9412,17,104,0.0066
1234,156,16891,1,108,225,0.3125,0.4211,2.0682,0.3641,199985,0,0.6522,1,0.9031,19,0.3478,100,217,117,200008,1.0,1438,1.3617,0.9361769316401961,1353,0.1279,0.3208,0.9583,24,135,0.0059
1235,182,5942,1,32,138,0.1822,0.7778,1.5315,0.5584,106169,0,0.3636,1,0.8451,9,0.6364,200,131,34,106180,1.0,1019,1.0414,0.44963268842268056,1353,0.3654,0.1936,0.9167,12,167,0.0052
1236,132,432500,1,3276,178,1.0,0.6701,3.616,0.4206,189330,0,-0.5909,1,2.1206,197,0.4091,40,46,4130,189384,0.0,956,1.7324,0.7773587133276922,1360,-0.1819,0.0676,0.551,98,37,0.0971
1237,132,12367,1,93,1308,0.257,0.6875,2.017,0.2727,1439661,1,0.1539,0,1.0414,16,0.8461,70,1297,104,1439674,1.0,968,1.1139,0.5544165520399336,1626,-0.071,0.3911,1.0,13,110,0.0068
1238,126,28261,1,224,570,0.6221,0.4643,2.4166,0.3077,2425687,0,0.5517,1,1.1139,28,0.4483,40,557,261,2425716,1.0,1753,1.4624,0.8117523712192651,1358,-0.1541,0.8203,1.0,29,91,0.0096
1239,127,373412,1,2940,202,1.0,0.758,3.5385,0.4075,7655518,0,-0.5882,1,2.0756,157,0.4118,40,83,3455,7655567,0.0,1302,1.6902,0.7555395424734273,1360,-0.1556,0.1221,0.5698,86,67,0.0875
1240,126,15080,1,119,241,0.3464,0.4737,2.143,0.3285,1384749,0,0.6087,1,0.9542,19,0.3913,60,232,139,1384772,1.0,1375,1.3617,0.08073528000273911,1696,-0.1524,0.2736,1.0,23,89,0.0053
1241,126,5448,1,43,46,0.1965,0.5385,1.716,0.4286,1135364,1,0.4615,0,0.8451,13,0.5385,60,39,52,1135377,1.0,353,1.1139,0.5724305140338497,1688,-0.1815,0.0462,1.0,13,87,0.0041
1242,116,14169,1,122,1139,0.4219,0.85,2.1584,0.4353,2650780,1,-0.1177,0,1.2305,20,0.8824,80,1122,144,2650795,0.0,768,1.1761,0.11062946756220327,1646,-0.2313,0.616,0.9375,16,84,0.0103
1243,110,9458,1,85,1549,0.2432,0.8461,2.0,0.2424,789340,1,0.0833,0,1.0414,13,0.9167,80,1538,100,789352,1.0,1214,1.0792,0.270696761495107,1652,-0.2611,0.1247,1.0,12,77,0.0067
1244,132,12543,1,95,989,0.3212,0.5556,2.0294,0.4368,891060,0,0.4737,1,1.0,18,0.5263,40,979,107,891079,1.0,1143,1.2787,0.8212307865978454,1372,-0.0842,0.5583,1.0,19,110,0.0073
1245,141,1529932,1,10850,192,1.0,0.2675,4.1201,0.4647,1554895,0,0.0497,1,2.1847,572,0.9503,40,39,13185,1555056,1.0,215,2.2068,0.7389840039155418,1400,-0.0935,0.0557,0.4351,370,30,0.1093
1246,116,11743,1,101,1088,0.5822,0.7097,2.0864,0.6534,2750749,1,-0.2727,0,1.3424,31,0.7273,80,1066,122,2750765,0.0,828,1.2041,0.8738884979038014,1364,-0.248,0.4047,0.6956,23,82,0.0161
1247,140,1311391,1,9367,190,1.0,0.2113,4.0564,0.5282,1799909,0,0.0803,1,2.1732,705,0.9197,40,41,11388,1800071,1.0,160,2.2095,0.10774094595589656,1402,-0.1003,0.0585,0.3857,420,36,0.1063
1248,116,63000,1,543,1058,0.9961,0.6585,2.8228,0.4136,68050,0,0.3571,1,1.4314,41,0.6429,40,1031,665,68092,1.0,1702,1.6233,0.3520506742392382,1627,-0.2599,0.6995,1.0,42,35,0.0166
1249,126,11573,1,91,38,0.2583,0.5,2.0374,0.2431,2277670,0,0.5556,1,0.9031,16,0.4444,40,30,109,2277688,1.0,1653,1.2553,0.13503809605623607,1358,-0.1705,0.0442,1.0,18,89,0.0059
1250,126,7104,1,56,625,0.2061,0.8333,1.8129,0.35,1398169,0,0.0,1,1.0,12,1.0,50,615,65,1398179,0.5,781,1.0,0.9187936809026809,1358,-0.1461,0.9057,1.0,10,89,0.0074
1251,37,22191,1,599,555,1.0,0.388,3.0938,0.6763,1466087,1,-0.2394,0,1.8513,183,0.7606,69,484,1241,1466141,0.0,1157,1.7324,0.0005187441657055203,1650,-0.8603,0.5867,0.5294,102,0,0.043
1252,124,6074,1,48,1332,0.1753,0.4545,1.7404,0.2143,2062989,0,0.6429,1,0.699,11,0.3571,40,1327,55,2063003,1.0,15,1.1461,0.2272387217847769,1354,-0.1372,0.0325,1.0,14,102,0.0037
1253,143,7914,1,55,362,0.3419,0.7391,1.7781,0.7059,283416,0,-0.2941,1,1.2305,23,0.7059,40,345,60,283428,0.0,974,1.0792,0.3215329914823317,1364,0.0305,0.5059,0.6667,18,124,0.0125
1254,93,2765,1,29,64,0.1965,0.7778,1.5563,0.6044,766963,1,0.4615,0,0.8451,9,0.5385,211,57,36,766976,1.0,610,1.1139,0.5531038024112752,1694,-0.4,0.0673,1.0,13,64,0.0041
1255,127,31538,1,248,934,0.9838,0.6939,2.4297,0.707,665052,0,-0.2059,1,1.5315,49,0.7941,50,900,269,665079,0.0,1262,1.4314,0.3239366689376362,1364,-0.084,0.6305,0.8182,33,109,0.0249
1256,124,21300,1,171,149,0.7037,0.64,2.3636,0.4653,3778014,1,0.4074,0,1.2041,25,0.5926,200,133,231,3778041,1.0,1418,1.4314,0.8989215763205136,1364,-0.2796,0.195,1.0,27,67,0.0117
1257,119,6613,1,55,106,0.215,0.8571,1.8062,0.4074,462995,0,-0.6667,1,1.2553,21,0.3333,200,88,64,463001,0.0,1502,0.7782,0.3709123215416692,1360,-0.1928,0.1294,0.6667,9,94,0.0132
1258,134,22532,1,168,14,0.4106,0.7273,2.2923,0.2097,393457,0,0.7419,1,0.9031,11,0.2581,200,6,196,393488,1.0,446,1.4914,0.9802047848986818,1687,-0.1019,0.0071,1.0,31,97,0.0047
1259,119,24672,1,207,1590,0.5999,0.4583,2.3838,0.3333,939827,0,0.6667,1,1.0414,24,0.3333,90,1579,242,939860,1.0,1664,1.5185,0.9173955892661422,1698,-0.2035,0.1272,1.0,33,90,0.0065
1260,126,670952,1,5325,216,1.0,0.6295,3.8077,0.4603,1669152,0,-0.6114,1,2.243,278,0.3886,40,41,6422,1669220,0.0,1341,1.8325,0.8109629022399218,1358,-0.1838,0.0604,0.4927,138,43,0.1289
1261,124,6135,1,49,120,0.1965,0.7222,1.7324,0.4066,1159125,1,-0.4615,0,1.1139,18,0.5385,70,107,54,1159132,0.0,1276,0.8451,0.19320832244513053,1354,-0.1124,0.1581,1.0,7,102,0.0096
1262,111,10888,1,98,1305,0.266,0.4615,2.0294,0.2867,385532,0,0.76,1,0.7782,13,0.24,70,1299,107,385557,1.0,804,1.3979,0.12602634174662652,1353,-0.205,0.071,0.9615,26,96,0.0044
1263,124,117153,1,944,527,0.9999,0.4627,3.0704,0.2975,3889348,0,0.4259,1,1.4914,67,0.5741,40,496,1176,3889402,1.0,1900,1.7324,0.5817272979587149,1668,-0.2217,0.5947,0.9,60,56,0.0186
1264,148,16498,1,111,1396,0.4498,0.5152,2.1004,0.5368,2128940,1,-0.0588,0,1.2305,33,0.9412,100,1379,126,2128956,0.0,498,1.2041,0.3606573344502543,1666,0.0229,0.3241,0.7273,22,116,0.0102
1265,132,73236,1,554,534,0.9987,0.3962,2.8176,0.4954,620622,0,0.6613,1,1.3222,53,0.3387,40,513,657,620684,1.0,1530,1.7924,0.30833320395284425,1374,-0.1291,0.7467,1.0,62,71,0.0153
1266,117,14997,1,128,36,0.3601,0.4737,2.1614,0.3287,2457919,1,0.625,0,0.9542,19,0.375,70,27,145,2457943,1.0,547,1.3802,0.08004928364618502,1356,-0.192,0.0398,0.9231,26,91,0.0066
1267,141,1025103,1,7270,180,1.0,0.2398,3.9522,0.5526,2552670,0,0.007,1,2.1492,588,0.993,40,39,8957,2552812,1.0,1813,2.1523,0.2370620769846632,1400,-0.1059,0.0557,0.3944,360,35,0.1007
1268,126,12193,1,96,80,0.3068,0.8,2.1553,0.2056,3859251,1,0.2,0,1.0792,15,0.8,200,68,143,3859266,1.0,1162,1.1761,0.8231273174161865,1364,-0.3339,0.0997,1.0,15,56,0.0088
1269,126,584291,1,4637,209,1.0,0.5833,3.743,0.4322,4401486,0,-0.6548,1,2.2253,288,0.3452,40,41,5533,4401544,0.0,691,1.7634,0.8969967987729952,1356,-0.175,0.0605,0.3742,155,43,0.1239
1270,127,18644,1,146,360,0.3977,0.7143,2.2122,0.3208,7203465,0,0.0625,1,1.1761,21,0.9375,40,345,163,7203481,1.0,162,1.2041,0.23021399089488082,1360,-0.1064,0.5074,1.0,16,99,0.011
1271,127,345545,1,2720,615,1.0,0.9688,3.5127,0.4963,2277118,0,-0.9604,1,2.6064,417,0.0396,40,211,3256,2277134,0.0,1865,1.2041,0.859970543701606,1356,-0.1709,0.3112,0.1509,106,89,0.2979
1272,134,10211,1,76,1162,0.23,0.7857,1.9294,0.2975,866291,0,0.0,1,1.0414,14,1.0,120,1151,85,866302,0.5,593,1.0414,0.5984771915577366,1396,-0.0615,0.3352,1.0,11,111,0.0079
1273,124,21349,1,172,982,0.5708,0.625,2.3483,0.3536,1659737,1,0.3478,0,1.1761,24,0.6522,69,967,223,1659760,1.0,366,1.3617,0.7743214161418432,1652,-0.2521,0.8111,1.0,23,63,0.0091
1274,140,10702,1,76,188,0.286,0.8333,1.9191,0.497,1835338,1,-0.2667,0,1.1761,18,0.7333,70,173,83,1835349,0.0,1076,1.0414,0.5445484020413396,1356,0.0073,0.2552,0.9167,12,116,0.0111
1275,143,35565,1,248,211,0.9732,0.2959,2.4281,0.6813,402237,0,0.0,1,1.4624,98,1.0,40,182,268,402266,0.5,1544,1.4624,0.4674845394285718,1364,0.0368,0.2669,0.5273,55,125,0.0213
1276,127,5843,1,46,1562,0.2007,0.9048,1.7076,0.4632,1312943,1,-0.7368,0,1.2787,21,0.2632,69,1543,51,1312948,0.0,678,0.699,0.1343669133130615,1652,-0.1049,0.109,0.5556,9,102,0.0115
1277,117,86329,1,737,280,0.9999,0.2637,2.9207,0.5042,225183,0,0.6571,1,1.3802,91,0.3429,300,256,833,225253,1.0,230,1.8451,0.14033959706391264,1692,-0.1903,0.3026,0.875,80,85,0.0142
1278,103,8193,1,79,1578,0.2173,0.8333,1.9494,0.1909,698409,1,0.0909,0,1.0,12,0.9091,80,1568,89,698420,1.0,1228,1.0414,0.9355419438426551,1652,-0.2808,0.0896,1.0,11,78,0.006
1279,127,12063,1,94,1222,0.2583,0.8571,2.0569,0.2083,563227,1,0.0,0,1.0792,14,1.0,70,1210,114,563239,0.5,1070,1.0792,0.8751076133225116,1688,-0.1733,0.5521,1.0,12,79,0.0071
1280,132,34485,1,261,1156,0.7955,0.6875,2.574,0.2589,728281,1,0.0435,0,1.3424,32,0.9565,70,1134,375,728304,1.0,980,1.3617,0.9886038985195765,1364,-0.2816,0.305,1.0,23,48,0.0161
1281,127,6345,1,49,1371,0.1954,0.8333,1.7482,0.3778,3041016,1,-0.1,0,1.0,12,0.9,70,1361,56,3041025,0.0,113,0.9542,0.579219568941896,1692,-0.1148,0.3794,1.0,9,102,0.0059
1282,101,91488,1,905,14,1.0,0.175,3.073,0.4583,990037,1,0.9103,0,1.1461,80,0.0897,80,0,1183,990193,1.0,1556,2.1931,0.9300033473547173,1687,-0.3958,0.0,0.963,162,57,0.0083
1283,140,10868,1,77,1191,0.266,0.6667,1.9956,0.34,210828,0,0.3333,1,1.0,15,0.6667,175,1181,99,210843,1.0,718,1.1761,0.6529221265639984,1360,-0.1424,0.2485,1.0,15,92,0.0074
1284,95,80754,1,850,307,0.9999,0.2157,2.9722,0.4315,36092,0,0.7067,1,1.3424,102,0.2933,220,285,938,36167,1.0,1803,1.8751,0.6935404695867196,1392,-0.3274,0.4095,0.6696,112,75,0.0158
1285,124,5857,1,47,733,0.1773,0.6429,1.7482,0.2222,3320084,0,-0.1111,1,0.9542,14,0.8889,40,724,56,3320092,0.0,125,0.9031,0.49399081924451893,1380,-0.1829,0.9377,1.0,8,87,0.0065
1286,135,1308444,1,9692,192,1.0,0.2807,4.0686,0.5411,1682722,0,0.1065,1,2.179,538,0.8935,40,41,11711,1682891,1.0,1239,2.2279,0.1346920249233473,1402,-0.1271,0.0585,0.4856,348,30,0.1077
1287,95,8602,1,90,1577,0.286,0.5789,2.0253,0.3576,2613123,1,0.2667,0,1.0414,19,0.7333,100,1566,106,2613138,1.0,1115,1.1761,0.06964063659139463,1654,-0.366,0.0931,1.0,15,63,0.0066
1288,132,37407,1,283,471,0.8123,0.5294,2.5635,0.2988,1395724,0,0.3793,1,1.2553,34,0.6207,130,453,366,1395753,1.0,206,1.4624,0.13182221778652103,1360,-0.2015,0.6662,1.0,29,80,0.0132
1289,93,4717,1,50,1684,0.2288,0.7143,1.7708,0.5083,1161637,1,0.1667,0,1.0,14,0.8333,70,1674,59,1161649,1.0,178,1.0792,0.891677266254914,1692,-0.3754,0.0095,1.0,12,72,0.0059
1290,101,13351,1,132,284,0.417,0.6,2.2718,0.2579,226474,1,0.4286,0,1.0792,20,0.5714,200,272,187,226495,1.0,1648,1.3222,0.9076048913904824,1362,-0.4422,0.3994,1.0,21,49,0.0088
1291,127,37960,1,298,1315,0.8513,0.2791,2.5403,0.3848,9708110,0,0.7447,1,1.0792,43,0.2553,40,1303,347,9708157,1.0,1760,1.6721,0.3321630477034516,1362,-0.1453,0.069,0.9216,51,95,0.0088
1292,188,10361,1,55,425,0.1934,1.0,1.9138,0.0682,2601604,0,-0.9546,1,1.6435,44,0.0454,40,381,82,2601606,0.0,1335,0.301,0.8556421217024035,1374,-0.0129,0.5546,0.5,4,58,0.032
1293,111,6165,1,55,1045,0.215,0.7059,1.7924,0.4259,938565,1,-0.25,0,1.0792,17,0.75,300,1033,62,938574,0.0,1610,0.9542,0.25303474992968356,1360,-0.2232,0.4632,0.9,10,87,0.0088
1294,118,14757,1,125,234,0.4399,0.5,2.1399,0.4812,1285730,1,0.2632,0,1.1461,28,0.7368,70,220,138,1285749,1.0,1872,1.2787,0.985621101512008,1358,-0.1646,0.324,0.9048,21,93,0.0103
1295,141,1187807,1,8424,217,1.0,0.3225,4.0118,0.5876,1359602,0,-0.2135,1,2.2504,552,0.7865,40,39,10276,1359742,0.0,395,2.1461,0.45431796184174655,1400,-0.097,0.0557,0.4389,319,25,0.1271
1296,121,3476,1,28,801,0.1551,0.8889,1.4914,0.3542,2533145,1,-0.25,0,0.9031,9,0.75,70,793,31,2533151,0.0,1690,0.7782,0.7868913814500277,1687,-0.124,0.9401,1.0,6,99,0.0047
1297,143,17433,1,121,203,0.5029,0.32,2.1335,0.5526,594752,0,0.1579,1,1.2041,50,0.8421,100,187,136,594771,1.0,567,1.2787,0.058108481721447336,1364,0.0014,0.2742,0.7037,27,119,0.0117
1298,190,7658,1,40,1251,0.1892,0.5833,1.6233,0.5,81220,0,0.4167,1,0.8451,12,0.5833,200,1244,42,81232,1.0,1622,1.0792,0.8099407364448706,1353,0.4245,0.1508,0.8,15,175,0.0052
1299,143,1270726,1,8886,192,1.0,0.2546,4.0449,0.497,1672082,0,-0.0331,1,2.179,593,0.9669,40,41,11089,1672228,0.0,1901,2.1644,0.021723455704089623,1402,-0.1047,0.0585,0.4124,354,31,0.1077
1300,133,11608,1,87,1332,0.2998,0.3684,1.9868,0.4457,1564451,0,0.72,1,0.8451,19,0.28,40,1325,97,1564476,1.0,133,1.3979,0.34686980453483707,1354,-0.0651,0.0325,1.0,25,111,0.0052
1301,150,7211,1,48,710,0.1812,1.0,1.7404,0.2763,664879,1,-0.7895,0,1.2787,19,0.2105,143,691,55,664883,0.0,509,0.6021,0.11585672433526839,1694,0.0243,0.8158,0.6667,6,114,0.0112
1302,134,8107,1,60,837,0.2051,0.6923,1.8261,0.3232,2451285,0,0.1818,1,0.9542,13,0.8182,40,828,67,2451296,1.0,408,1.0414,0.10641953187138287,1350,-0.0547,0.76,1.0,11,112,0.0067
